province,city,distance,rice_ratio,Lineage,fr,sex_ratio,FS,P_tgf,P_ila,dr,pd,lon,lat,GDP,nap,CD
安徽,和县,1024.3,74.91034552177354,0.701362,1.51,145.3332,3.12,25.265775,19.508258,1.077788,474.5042492917847,118.37,31.72,13411,14.83,27.1
安徽,怀远,873.1,13.77192103204967,0.684244,1.76,123.8729,3.19,19.195148,14.66282,1.147161,562.0805369127517,117.18,32.97,1855,16.35,28.5
安徽,泾县,1166.8,85.1524202884052,0.803419,1.45,105.7915,2.75,17.653966,17.048898,2.127978,175.1824817518248,118.4,30.7,27213,20.2,26.2
安徽,青阳,1191.3,90.81016896363778,0.744108,1.45,106.366,2.92,21.910576,14.563265,1.47371,228.61981371718883,117.85,30.65,6785,18.38,27.1
安徽,定远,928.2,39.80686302367418,0.703729,1.7,138.4186,3.3,20.840957,13.120803,0.993015,323.54903268845896,117.67,32.53,13261,15.1,28.0
安徽,天长,959.8,62.37096074125719,0.707586,1.39,113.3388,3.12,24.357244,10.237079,0.955854,359.79440319817246,119.0,32.7,1577,21.17,26.7
安徽,怀宁,1155.8,82.0054552567839,0.904514,1.64,127.831,3.46,31.439866,10.716206,0.768698,540.7523510971787,116.83,30.72,19853,14.15,26.4
安徽,望江,1204.4,76.5058185143546,0.766716,1.64,119.5328,3.48,32.321355,8.122611,0.798858,464.2593957258659,116.68,30.13,2492,11.79,26.7
安徽,泗县,809.6,0.6479852652540568,0.800733,1.58,121.5087,3.49,25.018079,9.812473,1.013644,514.829322887521,117.88,33.48,1358,7.87,27.3
安徽,凤阳,894.3,35.03365008439286,0.79005,1.58,132.7653,3.28,19.852757,11.393483,1.232921,384.61538461538464,117.57,32.87,16396,17.12,27.9
安徽,凤台,918.6,30.7477740334114,0.859927,1.58,139.0909,3.07,16.215404,13.066346,1.268714,704.6979865771812,116.72,32.7,19928,25.0,28.3
安徽,舒城,1060.4,83.33369431028134,0.649053,1.52,113.9523,2.8,19.456494,18.272343,0.864241,476.1904761904762,116.93,31.47,1787,17.33,27.6
安徽,庐江,1090.3,88.03391021502429,0.695594,1.59,127.315,3.02,21.977422,16.436917,0.733549,502.7694929697486,117.28,31.25,19423,14.46,27.6
安徽,祁门,1327.8,74.1892965827373,0.912195,1.59,102.5575,2.72,16.741104,18.581616,1.320045,84.18254319893664,117.72,29.87,1541,23.47,23.6
安徽,岳西,1105.8,60.76069790893697,0.919776,1.59,108.3506,2.93,21.053665,15.352468,0.796045,166.80567139282735,116.35,30.85,8378,12.16,24.7
安徽,铜陵,1153.8,72.92424168068277,0.78125,1.53,106.7413,2.62,11.16696,16.249973,1.16066,352.3693803159174,117.82,30.93,817,18.97,27.6
安徽,来安,951.5,50.16297300139023,0.657895,1.53,109.5268,3.08,21.80634,14.536112,0.943638,337.609723160027,118.43,32.45,11777,15.87,27.4
安徽,当涂,1058.4,77.23356404124235,0.735752,1.47,118.2315,3.09,22.531126,16.922092,1.29146,482.91233283803865,118.48,31.55,16774,18.32,26.8
安徽,枞阳,1165.8,76.2838840850936,0.810928,1.66,120.5843,3.42,27.468447,12.364459,0.764656,536.5044247787611,117.2,30.7,15388,12.29,27.6
安徽,繁昌,1125.3,89.68441584122819,0.708881,1.35,110.3692,2.62,12.923837,21.979894,1.821652,678.5714285714286,118.2,31.08,9766,27.57,26.9
安徽,东至,1245.2,81.17955901457744,0.717435,1.6,110.9447,3.33,27.6041,9.05631,0.92771,168.9189189189189,117.02,30.1,897,14.07,26.0
安徽,肥东,1002.6,54.01067580737605,0.741791,1.6,136.1215,2.84,14.66515,17.994052,0.897727,489.5738893925657,117.47,31.88,2427,17.16,27.7999999999999
安徽,广德,1208.0,77.28754464293442,0.663685,1.48,109.3137,3.09,23.353003,10.503934,1.526524,235.56581986143186,119.42,30.9,1124,15.88,25.9
安徽,萧县,739.6,0.027868,0.771429,1.73,125.3786,3.17,14.805672,11.484965,0.908336,758.6206896551724,116.93,34.18,1993,10.84,28.5
安徽,绩溪,1298.0,91.17547652641349,0.912547,1.42,107.9892,2.75,18.100581,16.7221,1.481337,161.29032258064515,118.6,30.07,9473,26.6,24.5
安徽,肥西,1027.8,77.62179564469612,0.714401,1.42,118.7208,2.76,14.031062,21.158453,0.873843,472.0812182741117,117.17,31.72,14989,18.16,27.9
安徽,霍山,1039.3,62.36416815526684,0.748166,1.36,114.9435,3.13,25.509875,10.840241,0.989298,181.1062163485071,116.33,31.4,2897,14.85,27.7
安徽,郎溪,1137.3,77.24295238113088,0.613744,1.55,109.1235,2.98,19.43298,14.420444,1.412483,307.6923076923077,119.17,31.13,11992,17.68,26.3
安徽,南陵,1141.8,92.11477720790622,0.679157,1.55,115.8905,2.57,13.656752,20.403203,1.345121,435.126582278481,118.33,30.92,15487,22.58,26.7
安徽,全椒,985.7,59.15702174965728,0.643548,1.49,124.6316,2.86,15.419667,13.632852,0.969153,299.7448979591837,118.27,32.1,16568,27.75,27.2
安徽,休宁,1301.3,76.42336764958422,0.841346,1.37,108.893,3.23,29.158893,12.223496,1.346049,127.05882352941177,118.18,29.78,9799,12.74,24.2999999999999
安徽,五河,846.8,15.28303259604191,0.813899,1.56,132.4516,3.41,23.946046,11.171629,1.037462,457.6802507836991,117.88,33.15,14779,12.17,27.5
