province,city,distance,rice_ratio,Lineage,fr,sex_ratio,FS,P_tgf,P_ila,dr,pd,lon,lat,GDP,nap,CD
浙江,瑞安,0.9108737545930349,1.6266403843842712,-0.4679950060726285,-0.039497568397331075,0.3276181251426033,-0.9490596496058007,-1.0932358957364485,1.4460675213240426,-0.20598251902866158,2.118017783574975,0.4727073249097901,-0.8191179223546033,1.5114238909956241,-0.5249782479314529,-1.35109765568789
浙江,遂昌,0.7119949759610719,1.6546904967420044,0.3372574929318574,-0.039497568397331075,-1.1273713035920494,-1.49098742933687,-1.0319732638901675,1.6071286312972117,0.4933662241107389,-0.9083444073718561,0.37483263841938114,-0.7010933986930054,0.6811784538926133,-0.09094698639587985,-1.0754606083538778
浙江,临海,0.7203544945154945,1.9653025197474152,0.14663966701070208,-0.35444886297931444,0.8100097281367498,-1.2200235394713348,-0.9571293819066379,1.7614129058606265,-0.06077256945791044,0.6795836982280964,0.5079709987188352,-0.6651103122108109,0.8876195189556393,-0.4249623485341251,-0.9573304452107292
浙江,江山,0.6105143088585452,1.8153782864996184,0.9803015535322828,0.32794560861498284,-1.0844773746503127,-1.6264693742696374,-1.1798868711290933,2.1823090123429374,0.1699050480392778,-0.16904198302442905,0.32805429561146565,-0.6795035468036889,0.90357987486298,-0.03244712071065034,-0.7473212662895771
浙江,慈溪,0.3426209003005343,1.1903484839736769,-0.5810072261690967,-1.2993027467252634,-0.836107689326381,-2.0780758573788627,-2.127844070428401,2.689770380291871,-0.025710190404913888,1.502045768514575,0.5158873336555594,-0.47511961558482374,-0.3987237811917612,-0.5872522984996001,-0.6291911031464421
浙江,宁海,0.5720216420265524,1.5777900389645025,-0.9696174590594897,-0.6169082751309672,-0.4655579179167585,-1.6264693742696374,-1.4262333422093494,1.9882473320181808,0.391843270245182,-0.048066504059377436,0.5302806699041492,-0.6032194034614363,-0.5676580098725365,-0.16454359161278115,-0.8654514294327251
浙江,仙居,0.6948871240357418,1.7666784096951336,1.3110903271231769,0.38043749104531344,0.13712694144423526,-1.2651841877822574,-1.2909942877473797,2.167521313024965,0.0498029257686105,-0.3342758770868142,0.47990399303408554,-0.6622316652922353,-0.6987784722497661,-0.6438650717433707,-0.9048281504804413
浙江,龙泉,0.9789163474778708,1.5544768474336428,0.5158215445668237,0.06548619646333005,-1.0330062322783264,-0.9490596496058007,-0.6805610733279382,0.9272972463501303,-0.02202230282732149,-0.8932592660023169,0.36475730304536835,-0.7759382185759703,0.48590963796472597,-0.3343819113440924,-1.206716345179598
浙江,平阳,0.9386740139716968,1.631942270509015,0.2780344319711727,0.06548619646333005,0.10891097535701173,-0.9038990012948782,-1.0110333914949545,1.1675088737275565,0.5131268639420943,1.7297843382245552,0.4683893240352131,-0.8349504804067688,0.5886083896300374,-0.12585819656287137,-1.2854697872750434
浙江,桐庐,0.3875290116045263,1.7372274037784021,-1.1205052686616717,-1.5617621588769162,-0.9475564313861449,-0.9942202979167232,-0.1700396408333697,1.4933153056434996,-0.36887212180038104,-0.428339015145766,0.40361931091656067,-0.5283745835784718,2.1763568724891407,1.059235856673389,-0.5241865136858528
浙江,永康,0.6544503831213252,2.024564057605019,1.554322123094968,-0.2494650981186533,-0.08650168919134331,-1.85227261582425,-2.1120890627579496,3.2951779143151407,-0.427955673863853,0.712000995501938,0.42952731616402184,-0.6579136949143723,2.4900392520526444,-0.5504539958911495,-0.7604468399721488
浙江,绍兴,0.3978326042413728,2.1113821619290865,-0.8569825932564175,-1.5092702764465857,-0.8291578665286368,-1.5813087259587149,-1.2888555446727186,1.9752467335387613,-0.08330286775416963,0.9565984444034127,0.4683893240352131,-0.4995881143927163,-0.7393546078449669,0.9214781084468809,-0.5110609400032805
浙江,东阳,0.5488871604457085,1.8173697312760098,0.6921753781976123,-0.8268758048522883,-0.06127320349228926,-1.8748529399797107,-1.5706382827135477,3.4129221569422294,-0.4698423915668601,0.45491711754273284,0.4439206524126116,-0.6032194034614363,-0.6304558717694961,-0.3570270206416006,-0.6423166768290008
浙江,余姚,0.38402967825616297,2.0270396902258216,-1.449364144580626,-1.456778394016255,-0.7055312109918294,-1.4684071051814092,-1.0968805330144624,1.6353315445448204,0.1890418909190784,0.746319918803702,0.5101299991561238,-0.49527014401485275,3.3347717814407796,-0.10510017970682231,-0.6423166768290008
浙江,云和,0.8791853470495258,1.3615765696187054,0.5858908460748316,-0.45943262783997557,-1.6265769179182512,-0.7684170563621107,-0.5957763549512645,0.7324320125845144,0.6819375473779725,-0.832471790914905,0.39642264279226525,-0.7701809247388188,0.976015336288603,-0.21172090264925664,-1.1148373294015939
浙江,兰溪,0.5545249752847374,2.0875681683127376,-0.7780508566292236,-0.45943262783997557,-0.22391792525670753,-1.3555054844041023,-0.8874338515160054,1.753798532137044,0.34876759555251136,0.5663198897825451,0.3877866410431122,-0.6118553442171633,0.8239622532790535,0.07228650979032485,-0.6685678241941447
