index,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
Value,49,99,585.1887202018964,0.0,6959.592655370348,0.9218451310059668,0.9159162397600472,0.8301164844131567,0.9159162397600473,0.8420952646855246,0.11587293094701874,110.56571392107378,374.01291779906376,0.7171430394631084
